closeTime,open,high,low,close,ema1,ema2,ema3,rsi,stoch,k,d,atr,change,crossup,crossdown,barbuy,barsell,longloss,shortloss
2021-07-15 17:00:00,32820.03,33185.25,31133.0,31880.0,33024.77275962607,33419.89645888878,36459.54226660126,40.41162446410574,0.0,5.558803846788753,17.373308538723435,2095.3592554834195,,False,False,False,False,47103.28,47103.28
2021-07-16 17:00:00,31874.49,32249.18,31020.0,31383.87,32660.127701931386,33148.42626437028,36260.49629536199,38.862407785715085,0.0,3.781841718595249,7.304907074191663,2033.4893086631755,-0.015562421580928465,False,False,False,False,47103.28,47103.28
2021-07-17 17:00:00,31383.86,31955.92,31164.31,31520.07,32406.781545946636,32931.31209578758,36074.59722495564,39.5475583254453,6.691455593139388,2.2304851977131293,3.857043587699067,1944.7836437586625,0.004339808952815494,False,False,False,False,47103.28,47103.28
2021-07-18 17:00:00,31520.07,32435.0,31108.97,31778.56,32267.17675795849,32777.61181634924,35906.12517691816,40.90121201088562,22.56013345698965,9.750529683376346,5.254285533228265,1900.586954918758,0.008200806660645155,False,False,False,False,47103.28,47103.28
2021-07-19 17:00:00,31778.57,31899.0,30407.44,30839.65,31949.948589523272,32519.216907502672,35707.439875862554,37.60716899341479,0.0,9.750529683376346,7.243848188155297,1871.3707438531328,-0.02954539160994074,False,False,False,False,47103.28,47103.28
2021-07-20 17:00:00,30839.65,31063.07,29278.0,29790.35,31470.03779185143,32155.367986502315,35475.39713563265,34.2840520391078,0.0,7.520044485663217,9.007034617471993,1865.2064050064805,-0.034024380951145794,False,False,False,False,47103.28,47103.28
2021-07-21 17:00:00,29790.34,32858.0,29482.61,32144.51,31619.92050477333,32153.920254968674,35344.77411070588,45.84590131132932,84.91647401758728,28.30549133919576,15.192021836078462,1973.076661791732,0.079024247784937,False,False,False,False,47103.28,47103.28
2021-07-22 17:00:00,32144.51,32591.35,31708.0,32287.83,31768.344837045926,32171.77488763952,35224.893949501726,46.46343764368429,89.45199482283826,58.122822946808505,31.316119590555854,1895.2390430923224,0.004458615172544311,True,False,False,False,47103.28,47103.28
2021-07-23 17:00:00,32287.58,33650.0,31924.32,33634.09,32182.954873257942,32366.75023595425,35162.509480893816,52.00044635754131,100.0,91.45615628014184,59.29482352204872,1883.1276828714424,0.04169558623171632,False,False,False,False,47103.28,47103.28
2021-07-24 17:00:00,33634.1,34500.0,33401.14,34258.14,32644.107123645063,32618.935537827016,35127.044011054844,54.35698300431826,100.0,96.4839982742794,82.02099250040995,1827.1085626663391,0.018554091994164246,False,False,False,False,47103.28,47103.28
2021-07-25 17:00:00,34261.51,35398.0,33851.12,35381.02,33252.30998505728,32987.213466116744,35137.00385375857,58.32197881316527,100.0,100.0,95.98005151814044,1807.0922367616004,0.03277702759110679,False,False,False,False,47103.28,47103.28
