closeTime,open,high,low,close,ema1,ema2,ema3,rsi,stoch,k,d,atr,change,crossup,crossdown,barbuy,barsell,longloss,shortloss,longprofit,shortprofit,position,pctchange,net
2021-05-15 17:00:00,49844.16,50700.0,46555.0,46762.99,51661.53664627501,53164.403928719126,54621.758931856464,33.89948189617479,0.0,1.1517620718921346,7.103369862137114,3913.052313512986,,False,False,False,False,47103.28,47103.28,47103.28,47103.28,0,,
2021-05-16 17:00:00,46762.99,49795.89,43825.39,46431.5,50499.30628043612,52266.68340488991,54300.57230707778,33.43465233391266,0.0,0.9770123212562266,1.0935121550135225,4060.012862547773,1.0,False,False,False,False,47103.28,47103.28,47103.28,47103.28,0,0.992911274492927,1.0
2021-05-17 17:00:00,46426.83,46686.0,42001.0,43538.04,48952.35821811698,51102.86428423793,53878.51221660415,29.61717827925189,0.0,1.4210854715202004e-14,0.7095914643828155,4104.654800937217,1.0,False,False,False,False,47103.28,47103.28,47103.28,47103.28,0,0.937683253825528,1.0
2021-05-18 17:00:00,43538.02,45799.29,42250.02,42849.78,47596.229725202094,50002.453046339535,53446.01291399222,28.775545619214803,0.0,1.4210854715202004e-14,0.3256707737521087,4064.9844580131303,1.0,False,False,False,False,47103.28,47103.28,47103.28,47103.28,0,0.9841917550721162,1.0
2021-05-19 17:00:00,42849.78,43584.9,30000.0,36690.09,45172.64311960163,48227.4713068276,52788.91789775724,22.58879093679652,0.0,1.4210854715202004e-14,3.7895612573872014e-14,4744.978425297907,1.0,False,False,False,False,47103.28,47103.28,47103.28,47103.28,0,0.8562492036131807,1.0
2021-05-20 17:00:00,36671.23,42451.67,34850.0,40526.64,44140.19798191237,47200.693799250585,52308.04425470794,32.3454872855673,29.1937305513716,9.73124351712388,3.2437478390413266,4949.027823490914,1.0,False,False,False,False,47103.28,47103.28,47103.28,47103.28,0,1.104566382911571,1.0
2021-05-21 17:00:00,40525.39,42200.0,33488.0,37252.01,42609.489541487404,45874.20262601718,51717.61153883704,28.98724561827082,19.145288040009223,16.113006197126953,8.614749904750306,5217.81155038442,1.0,True,False,False,False,47103.28,47103.28,47103.28,47103.28,0,0.9191980879737378,1.0
2021-05-22 17:00:00,37263.35,38829.0,35200.62,37449.73,41462.87631004576,44750.93960921489,51158.08677260813,29.46344142144533,21.565297703135847,23.301438764838903,16.381896159696606,5104.280725356962,1.0,False,False,False,False,47103.28,47103.28,47103.28,47103.28,0,1.005307633064632,1.0
2021-05-23 17:00:00,37458.51,38270.64,31111.01,34655.25,39950.07046336893,43404.84766131957,50510.91670309409,26.734715823578732,14.719849623559648,18.476811788901585,19.297085583622504,5251.091387831465,1.0,False,False,False,False,47103.28,47103.28,47103.28,47103.28,0,0.9253805034108389,1.0
2021-05-24 17:00:00,34681.44,39920.0,34031.0,38796.29,39693.6748048425,42790.37330647696,50051.51957748256,36.16885219431015,48.215166711443935,28.166771346046488,23.315007299929015,5296.656288700646,1.0,False,False,False,False,47103.28,47103.28,47103.28,47103.28,0,1.1194924289970496,1.0
