closeTime,open,high,low,close,ema1,ema2,ema3,rsi,stoch,k,d,atr
2017-08-17 17:00:00,4261.48,4485.39,4200.74,4285.08,4285.08,4285.08,4285.08,,,,,20.332142857142895
2017-08-18 17:00:00,4285.08,4371.52,3938.77,4108.37,4245.811111111111,4261.518666666667,4278.150196078432,,,,,49.79056122448986
2017-08-19 17:00:00,4108.37,4184.69,3850.0,4139.98,4222.293086419753,4245.313511111111,4272.731757016532,,,,,70.14052113702627
2017-08-20 17:00:00,4120.98,4211.08,4032.62,4086.29,4192.070178326475,4224.110376296297,4265.420315564904,,,,,77.87762677009583
2017-08-21 17:00:00,4069.13,4119.62,3911.79,4016.0,4152.943472031702,4196.362326123457,4255.639126719221,,,,,87.15993914366041
2017-08-22 17:00:00,4016.0,4104.82,3400.0,4040.0,4127.8449226913235,4175.514015973663,4247.182690377291,,,,,131.2785149191132
2017-08-23 17:00:00,4040.0,4265.8,4013.89,4114.01,4124.770495426585,4167.313480510508,4241.9602319311225,,,,,139.895049567748
2017-08-24 17:00:00,4147.0,4371.68,4085.01,4316.01,4167.268163109566,4187.139683109107,4244.8641444044115,,,,,150.37897459862316
2017-08-25 17:00:00,4316.01,4453.91,4247.48,4280.68,4192.470793529662,4199.6117253612265,4246.268687761101,,,,,154.38261927015012
2017-08-26 17:00:00,4280.71,4367.0,4212.41,4337.44,4224.686172745292,4217.988828646396,4249.844033339097,,,,,154.39743217942512
2017-08-27 17:00:00,4332.51,4400.0,4285.54,4310.01,4243.647023246339,4230.2583181602095,4252.203483012074,,,,,151.54475845232335
2017-08-28 17:00:00,4310.01,4399.82,4124.54,4386.69,4275.434351413819,4251.115875738848,4257.477464070424,,,,,160.38298999144308
2017-08-29 17:00:00,4353.65,4625.85,4313.55,4587.48,4344.777828877414,4295.964425640335,4270.418739989231,,,,,171.23420499205432
2017-08-30 17:00:00,4564.52,4647.51,4416.01,4555.14,4391.5249780157665,4330.521168888291,4281.584279597497,,,,,175.538904635479
2017-08-31 17:00:00,4555.14,4745.42,4555.14,4724.89,4465.6060940122625,4383.103679703186,4298.968817652497,67.85827398305986,,,,176.59184001865907
2017-09-01 17:00:00,4689.89,4885.55,4654.88,4834.91,4547.673628676204,4443.344522409428,4319.986118921027,70.6794655907821,,,,180.454565731612
2017-09-02 17:00:00,4796.16,4939.19,4286.87,4472.14,4530.88837785927,4447.1839194215045,4325.9529377868685,53.884720079742976,,,,214.15923960792543
2017-09-03 17:00:00,4508.5,4714.76,4298.33,4509.08,4526.042071668321,4455.436730165304,4333.1343912069915,55.05584599074014,,,,228.6071510645022
2017-09-04 17:00:00,4505.0,4527.49,3972.51,4100.11,4431.390500186471,4408.0598328099295,4323.996179787109,42.26003453900124,,,,251.91949741703775
2017-09-05 17:00:00,4106.97,4484.99,3603.0,4366.47,4416.963722367255,4402.514521768606,4325.6618197954585,50.353191531070586,,,,296.9245333158208
2017-09-06 17:00:00,4366.49,4662.87,4335.26,4619.77,4462.031784063421,4431.481918866125,4337.195473921127,56.58522612592334,,,,299.1163523646907
2017-09-07 17:00:00,4619.77,4788.59,4438.19,4691.61,4513.049165382661,4466.165663017308,4351.0940827869645,58.18829511861675,,,,302.77947005292714
2017-09-08 17:00:00,4691.66,4735.39,4028.93,4282.8,4461.882684186514,4441.716907948334,4348.415883461986,47.450898785420655,,,,331.6137936205752
2017-09-09 17:00:00,4282.8,4426.62,4150.06,4258.81,4416.755421033955,4417.329320221889,4344.901927247791,46.90392568983139,,,,327.6813797905341
2017-09-10 17:00:00,4258.81,4283.0,3801.0,4130.37,4353.114216359742,4379.068077525638,4336.488910492975,43.980851188766216,,,,338.70413837692456
2017-09-11 17:00:00,4153.62,4334.43,4098.91,4208.47,4320.971057168688,4356.321667188886,4331.468561061879,46.17735104920699,,,,331.33384277857283
2017-09-12 17:00:00,4208.6,4394.59,4040.8,4163.72,4286.026377797869,4330.6414448970345,4324.890186118276,45.08649403362089,,,,332.9378540086748
2017-09-13 17:00:00,4159.72,4165.38,3760.0,3944.69,4210.173849398342,4279.181252244097,4309.980374897951,40.09404200177548,0.0,,,338.1122930080552
2017-09-14 17:00:00,3944.0,3993.0,3165.13,3189.02,3983.2507717542658,4133.826418611551,4266.021144509797,28.406972104525458,0.0,,,373.0949863646227
2017-09-15 17:00:00,3188.01,3856.0,2817.0,3700.0,3920.3061558088734,4075.9828961300113,4243.824236881961,40.94284848077143,42.09308085579178,14.031026951930594,,420.6596301957211
2017-09-16 17:00:00,3674.01,3950.0,3470.66,3714.95,3874.6714545180125,4027.8451766460103,4223.0840707297275,41.26688130528487,43.18112125063965,28.424734035477144,,424.85108518174104
2017-09-17 17:00:00,3685.23,3748.21,3499.02,3699.99,3835.8533535140095,3984.131153093209,4202.570577759934,41.024313634242155,42.36662529648763,42.54694246763969,28.33423448501581,412.3038648116167
2017-09-18 17:00:00,3690.0,4123.2,3690.0,4035.01,3880.110386066452,3990.9149993474475,4195.999574710525,48.346707764098774,66.95382757219569,50.83385803977433,40.60184484763038,413.7964458965012
2017-09-19 17:00:00,4060.0,4089.97,3830.91,3910.04,3886.761411385018,3980.131666101121,4184.785473741485,46.049880555729544,59.24152007234934,56.18732431367756,49.85604160703053,402.74384261817966
2017-09-20 17:00:00,3910.04,4046.08,3820.0,3900.0,3889.703319966125,3969.447443954305,4173.6174159477005,45.86137631324213,58.608558795248854,61.601302146597966,56.20749483334995,390.1249967168811
2017-09-21 17:00:00,3889.99,3910.0,3567.0,3609.99,3827.544804418097,3921.5197847603977,4151.514380028183,40.68113886414492,61.55631633825838,59.80213173528552,59.19691939852035,386.75892552281823
2017-09-22 17:00:00,3592.84,3750.0,3505.55,3595.87,3776.061514547409,3878.099813459012,4129.724404340804,40.44162120031432,60.355108519259026,60.17332788425542,60.52558725537964,376.5940022711884
2017-09-23 17:00:00,3595.88,3817.19,3542.91,3780.0,3776.936733536874,3865.0198383311435,4116.009721817635,44.990038720070395,83.1659300738182,68.3591183104452,62.778192643328715,369.28585925181784
2017-09-24 17:00:00,3779.54,3789.99,3622.76,3660.02,3750.9552371953464,3837.686526553658,4098.127771942434,42.701643487855534,71.6893725542797,71.73680371578564,66.75641663682876,354.853297876688
2017-09-25 17:00:00,3660.02,3979.87,3653.69,3920.75,3788.687406707492,3848.7616563465035,4091.1717808858684,48.796721480872286,100.0,84.9517675426993,75.01589652297672,352.8052051712102
2017-09-26 17:00:00,3928.0,3976.99,3850.05,3882.35,3809.501316328049,3853.24010216697,4082.9826914393643,47.98709177258222,96.02923168232131,89.23953474553366,81.97603533467287,336.6719762304094
2017-09-27 17:00:00,3882.36,4249.94,3872.81,4193.0,3894.7232460329274,3898.5414218780406,4087.297095696644,54.55605240332147,100.0,98.67641056077377,90.95590428300225,339.56183507109444
2017-09-28 17:00:00,4192.11,4300.0,4101.0,4174.5,3956.89585802561,3935.3358989609687,4090.7168174340304,54.11771350211415,96.89439202400212,97.6412079021078,95.18571773613841,329.5217039945877
2017-09-29 17:00:00,4178.98,4263.86,3952.01,4174.69,4005.294556242141,3967.249779099506,4094.0098834170094,54.12179049630811,96.92327731264974,97.93922311221729,98.08561385836629,328.2594394235457
